"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"29.12.2014","105,05","106,35","106,88","105,05","","-1,05%"
"30.12.2014","105,36","105,26","105,87","105,23","","0,30%"
"05.01.2015","104,98","105,59","105,87","104,96","","-0,36%"
"06.01.2015","104,54","105,33","105,52","104,21","","-0,42%"
"08.01.2015","103,70","104,14","104,42","103,70","","-0,80%"
"09.01.2015","104,47","103,63","104,81","103,63","","0,74%"
"12.01.2015","101,47","104,34","105,16","101,47","","-2,87%"
"13.01.2015","99,17","101,35","101,36","99,12","","-2,27%"
"14.01.2015","99,49","99,23","99,49","98,92","","0,32%"
"15.01.2015","102,43","99,53","102,57","99,53","","2,96%"
"16.01.2015","103,61","102,49","103,71","101,87","","1,15%"
"19.01.2015","103,50","103,63","103,95","103,17","","-0,11%"
"20.01.2015","103,70","103,51","103,83","103,35","","0,19%"
"21.01.2015","103,65","103,72","103,84","103,65","","-0,05%"
"22.01.2015","104,14","103,64","104,14","103,55","","0,47%"
"23.01.2015","105,02","104,16","105,27","104,01","","0,85%"
"26.01.2015","103,59","105,01","105,02","103,59","","-1,36%"
"27.01.2015","103,38","103,53","103,53","103,07","","-0,20%"
"28.01.2015","103,82","103,45","104,22","103,37","","0,43%"
"29.01.2015","103,22","103,87","104,00","103,13","","-0,58%"
"30.01.2015","104,87","103,21","104,96","103,21","","1,60%"
"02.02.2015","105,82","104,85","105,82","104,35","","0,91%"
"03.02.2015","107,13","105,92","107,13","105,92","","1,24%"
"04.02.2015","106,63","107,20","107,25","106,54","","-0,47%"
"05.02.2015","107,29","106,60","107,29","106,24","","0,62%"
"06.02.2015","108,54","107,58","108,58","107,58","","1,17%"
"09.02.2015","108,79","108,60","108,84","108,33","","0,23%"
"10.02.2015","108,60","108,90","108,86","108,54","","-0,17%"
"11.02.2015","108,47","108,72","108,84","108,47","","-0,12%"
"12.02.2015","108,65","108,51","108,76","108,28","","0,17%"
"13.02.2015","109,58","108,72","109,58","108,53","","0,86%"
"16.02.2015","111,07","109,73","111,07","109,68","","1,36%"
"17.02.2015","111,39","111,03","111,40","110,83","","0,29%"
"18.02.2015","112,17","111,51","112,21","111,51","","0,70%"
"19.02.2015","112,02","112,28","112,39","111,95","","-0,13%"
"20.02.2015","110,87","111,93","112,09","110,87","","-1,03%"
"24.02.2015","108,89","110,29","110,81","108,89","","-1,79%"
"25.02.2015","108,75","109,19","109,32","108,65","","-0,13%"
"26.02.2015","108,80","108,87","109,02","108,80","","0,05%"
"27.02.2015","107,78","108,80","108,85","107,78","","-0,94%"
"02.03.2015","106,70","107,73","107,73","106,70","","-1,00%"
"03.03.2015","107,07","106,68","107,07","106,31","","0,35%"
"04.03.2015","108,08","107,14","108,08","107,10","","0,94%"
"05.03.2015","108,84","108,00","108,84","108,00","","0,70%"
"06.03.2015","109,35","108,74","109,42","108,74","","0,47%"
"10.03.2015","109,10","109,47","109,69","109,07","","-0,23%"
"11.03.2015","109,01","108,80","109,07","108,64","","-0,08%"
"12.03.2015","109,29","109,23","109,33","109,02","","0,26%"
"13.03.2015","109,46","109,35","109,79","109,35","","0,16%"
