"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"14.09.2015","116,82","116,67","116,86","116,65","","0,08%"
"15.09.2015","117,32","116,81","117,33","116,81","","0,43%"
"16.09.2015","117,81","117,36","117,90","117,33","","0,42%"
"17.09.2015","117,85","117,88","118,04","117,77","","0,03%"
"18.09.2015","117,94","117,97","118,17","117,91","","0,08%"
"21.09.2015","118,54","118,06","118,58","117,94","","0,51%"
"22.09.2015","118,73","118,71","118,93","118,71","","0,16%"
"23.09.2015","118,69","118,80","118,80","118,55","","-0,03%"
"24.09.2015","118,45","118,77","118,81","118,39","","-0,20%"
"25.09.2015","118,62","118,43","118,64","118,43","","0,14%"
"28.09.2015","118,43","118,58","118,70","118,12","","-0,16%"
"29.09.2015","118,48","118,54","118,56","118,23","","0,04%"
"30.09.2015","118,86","118,60","119,00","118,60","","0,32%"
"01.10.2015","119,32","118,91","119,35","118,77","","0,39%"
"02.10.2015","119,11","119,34","119,43","119,11","","-0,18%"
"05.10.2015","119,73","119,15","119,73","119,14","","0,52%"
"06.10.2015","120,68","119,75","120,69","119,75","","0,79%"
"07.10.2015","122,05","120,73","122,12","120,73","","1,14%"
"08.10.2015","121,65","122,00","122,26","121,50","","-0,33%"
"09.10.2015","122,43","121,74","122,47","121,74","","0,64%"
"12.10.2015","122,16","122,43","122,54","122,16","","-0,22%"
"13.10.2015","121,97","122,16","122,34","121,97","","-0,16%"
"14.10.2015","122,16","122,03","122,21","121,98","","0,16%"
"15.10.2015","122,92","122,23","122,92","122,23","","0,62%"
"16.10.2015","123,52","122,91","123,52","122,91","","0,49%"
"19.10.2015","123,79","123,60","123,83","123,57","","0,22%"
"20.10.2015","123,66","123,67","123,78","123,65","","-0,11%"
"21.10.2015","123,58","123,61","123,63","123,52","","-0,06%"
"22.10.2015","123,86","123,63","123,86","123,55","","0,23%"
"23.10.2015","124,48","123,81","124,50","123,79","","0,50%"
"26.10.2015","124,46","124,44","124,61","124,39","","-0,02%"
"27.10.2015","124,19","124,47","124,47","124,19","","-0,22%"
"28.10.2015","124,44","124,14","124,44","124,04","","0,20%"
"29.10.2015","124,31","124,45","124,54","124,31","","-0,10%"
"30.10.2015","124,23","124,31","124,39","124,19","","-0,06%"
"02.11.2015","124,25","124,10","124,41","124,10","","0,02%"
"03.11.2015","124,98","124,29","124,98","124,29","","0,59%"
"05.11.2015","125,93","125,02","125,94","125,02","","0,76%"
"06.11.2015","125,41","125,98","125,99","125,40","","-0,41%"
"09.11.2015","125,35","125,47","125,54","125,29","","-0,05%"
"10.11.2015","125,59","125,32","125,59","125,27","","0,19%"
"11.11.2015","126,27","125,59","126,29","125,59","","0,54%"
"12.11.2015","125,46","126,42","126,77","125,46","","-0,64%"
"13.11.2015","125,19","125,46","125,46","125,14","","-0,22%"
"16.11.2015","125,08","125,21","125,22","124,94","","-0,09%"
"17.11.2015","125,52","125,11","125,52","125,11","","0,35%"
"18.11.2015","125,81","125,54","125,85","125,31","","0,23%"
"19.11.2015","126,11","125,70","126,11","125,64","","0,24%"
"20.11.2015","126,91","126,11","127,07","126,11","","0,63%"
"23.11.2015","126,10","126,91","126,93","126,10","","-0,64%"
"24.11.2015","125,36","126,11","126,25","125,34","","-0,59%"
"25.11.2015","125,20","125,41","125,41","125,08","","-0,13%"
"26.11.2015","125,63","125,22","125,74","125,22","","0,34%"
"27.11.2015","125,30","125,64","125,75","125,30","","-0,26%"
"30.11.2015","125,55","125,25","125,55","124,99","","0,20%"
"01.12.2015","125,75","125,58","125,95","125,50","","0,16%"
"02.12.2015","125,81","125,79","125,88","125,69","","0,05%"
"03.12.2015","125,63","125,84","125,89","125,61","","-0,14%"
"04.12.2015","125,65","125,65","125,77","125,52","","0,02%"
"07.12.2015","125,23","125,68","125,76","125,21","","-0,33%"
"08.12.2015","124,91","125,23","125,23","124,90","","-0,26%"
"09.12.2015","125,03","125,04","125,19","124,96","","0,10%"
"10.12.2015","125,32","125,15","125,44","124,99","","0,23%"
"11.12.2015","125,33","125,34","125,55","125,33","","0,01%"
"14.12.2015","124,58","125,37","125,39","124,57","","-0,60%"
"15.12.2015","124,85","124,61","124,97","124,56","","0,22%"
"16.12.2015","124,56","124,93","125,12","124,44","","-0,23%"
"17.12.2015","125,07","124,61","125,23","124,51","","0,41%"
"18.12.2015","125,16","125,09","125,23","125,02","","0,07%"
"21.12.2015","125,09","125,16","125,19","124,95","","-0,06%"
"22.12.2015","124,98","125,09","125,16","124,98","","-0,09%"
"23.12.2015","124,92","124,90","124,97","124,67","","-0,05%"
"24.12.2015","125,34","124,93","125,35","124,93","","0,34%"
"25.12.2015","125,59","125,37","125,64","125,36","","0,20%"
"28.12.2015","125,66","125,61","125,94","125,61","","0,06%"
"29.12.2015","125,97","125,66","126,06","125,66","","0,25%"
"30.12.2015","126,13","126,00","126,32","126,00","","0,13%"
"04.01.2016","126,32","126,13","126,33","126,08","","0,15%"
"05.01.2016","126,65","126,35","126,65","126,32","","0,26%"
"06.01.2016","126,74","126,66","126,82","126,41","","0,07%"
"11.01.2016","125,05","126,76","126,79","125,05","","-1,33%"
"12.01.2016","123,54","125,05","125,05","123,53","","-1,21%"
"13.01.2016","123,43","123,58","123,69","123,30","","-0,09%"
"14.01.2016","122,89","123,42","123,42","122,89","","-0,44%"
"15.01.2016","122,39","122,90","123,13","122,39","","-0,41%"
"18.01.2016","121,92","122,34","122,34","121,77","","-0,38%"
"19.01.2016","122,78","121,87","122,83","121,87","","0,71%"
"20.01.2016","121,78","122,80","122,80","121,78","","-0,81%"
"21.01.2016","121,02","121,80","121,80","120,73","","-0,62%"
"22.01.2016","122,20","121,16","122,33","121,23","","0,98%"
"25.01.2016","122,44","122,31","123,20","122,29","","0,20%"
"26.01.2016","122,71","122,43","122,71","122,26","","0,22%"
"27.01.2016","123,46","122,74","123,46","122,74","","0,61%"
"28.01.2016","124,50","123,53","124,56","123,52","","0,84%"
"29.01.2016","124,30","124,52","124,94","124,28","","-0,16%"
"01.02.2016","123,84","124,24","124,40","123,84","","-0,37%"
"02.02.2016","123,28","123,85","123,85","123,22","","-0,45%"
"03.02.2016","123,65","123,29","123,72","123,25","","0,30%"
"04.02.2016","124,18","123,66","124,21","123,66","","0,43%"
"05.02.2016","124,03","124,20","124,23","123,93","","-0,12%"
"08.02.2016","123,99","124,03","124,10","123,93","","-0,03%"
"09.02.2016","123,52","123,99","124,03","123,52","","-0,38%"
"10.02.2016","123,74","123,53","123,74","123,32","","0,18%"
"11.02.2016","123,74","123,76","124,11","123,74","","0,00%"
"12.02.2016","123,65","123,75","123,96","123,65","","-0,07%"
"15.02.2016","124,40","123,64","124,51","123,64","","0,61%"
"16.02.2016","124,26","124,40","124,67","124,26","","-0,11%"
"17.02.2016","124,29","124,23","124,29","123,88","","0,02%"
"18.02.2016","124,98","124,32","124,99","124,31","","0,56%"
"19.02.2016","125,22","124,96","125,33","124,92","","0,19%"
"20.02.2016","125,26","125,22","125,31","124,94","","0,03%"
"22.02.2016","125,50","125,30","125,53","125,25","","0,19%"
"24.02.2016","125,59","125,55","125,78","125,47","","0,07%"
"25.02.2016","126,44","125,61","126,45","125,61","","0,68%"
"26.02.2016","126,90","126,46","127,01","126,40","","0,36%"
"29.02.2016","126,87","126,92","127,29","126,78","","-0,02%"
"01.03.2016","127,78","126,90","127,78","126,90","","0,72%"
"02.03.2016","128,27","127,86","128,29","127,86","","0,38%"
"03.03.2016","128,43","128,31","128,47","128,29","","0,12%"
"04.03.2016","128,83","128,43","128,84","128,43","","0,31%"
"07.03.2016","129,00","128,86","129,00","128,83","","0,13%"
"09.03.2016","129,02","129,00","129,18","128,81","","0,02%"
"10.03.2016","128,89","129,01","129,03","128,79","","-0,10%"
"11.03.2016","128,60","128,87","129,06","128,60","","-0,22%"
"14.03.2016","128,14","128,63","128,63","128,09","","-0,36%"
"15.03.2016","127,94","128,19","128,23","127,94","","-0,16%"
"16.03.2016","128,02","127,90","128,02","127,85","","0,06%"
"17.03.2016","129,05","128,06","129,06","128,03","","0,80%"
"18.03.2016","129,79","129,15","129,80","129,14","","0,57%"
"21.03.2016","129,68","129,82","129,89","129,53","","-0,08%"
"22.03.2016","129,72","129,66","129,82","129,61","","0,03%"
"23.03.2016","129,53","129,72","129,88","129,53","","-0,15%"
"24.03.2016","128,76","129,49","129,50","128,74","","-0,59%"
"25.03.2016","129,20","128,77","129,22","128,77","","0,34%"
"28.03.2016","129,16","129,15","129,28","129,14","","-0,03%"
"29.03.2016","128,90","129,16","129,25","128,90","","-0,20%"
"30.03.2016","129,37","128,93","129,37","128,93","","0,36%"
"31.03.2016","129,42","129,40","129,59","129,36","","0,04%"
"01.04.2016","129,57","129,64","129,76","129,57","","0,12%"
"04.04.2016","129,47","129,63","129,63","129,27","","-0,08%"
"05.04.2016","129,17","129,46","129,47","129,16","","-0,23%"
"06.04.2016","129,19","129,13","129,35","129,13","","0,02%"
"07.04.2016","128,85","129,12","129,37","128,85","","-0,26%"
"08.04.2016","129,00","128,88","129,08","128,76","","0,12%"
"11.04.2016","129,16","128,94","129,18","128,83","","0,12%"
"12.04.2016","129,28","129,19","129,29","129,19","","0,09%"
"13.04.2016","129,28","129,26","129,31","129,19","","0,00%"
"14.04.2016","129,18","129,32","129,32","129,10","","-0,08%"
"15.04.2016","129,22","129,21","129,31","129,17","","0,03%"
"18.04.2016","129,01","129,19","129,19","128,81","","-0,16%"
"19.04.2016","129,47","129,01","129,54","129,01","","0,36%"
"20.04.2016","129,67","129,45","129,67","129,28","","0,15%"
"21.04.2016","129,67","129,71","129,87","129,67","","0,00%"
"22.04.2016","129,47","129,68","129,72","129,47","","-0,15%"
"25.04.2016","129,29","129,47","129,57","129,28","","-0,14%"
"26.04.2016","129,28","129,33","129,36","129,24","","-0,01%"
"27.04.2016","129,42","129,28","129,42","129,27","","0,11%"
"28.04.2016","129,79","129,43","129,80","129,43","","0,29%"
"29.04.2016","130,41","129,83","130,41","129,84","","0,48%"
"04.05.2016","130,20","130,26","130,28","130,13","","-0,16%"
"05.05.2016","130,28","130,24","130,29","130,17","","0,06%"
"06.05.2016","130,29","130,25","130,40","130,22","","0,01%"
"10.05.2016","130,21","130,28","130,28","130,11","","-0,06%"
"11.05.2016","130,63","130,22","130,65","130,22","","0,32%"
"12.05.2016","130,92","130,59","131,00","130,59","","0,22%"
"13.05.2016","130,95","130,89","130,95","130,83","","0,02%"
"16.05.2016","131,13","131,01","131,18","130,97","","0,14%"
"17.05.2016","131,01","131,12","131,21","130,99","","-0,09%"
"18.05.2016","130,83","131,01","131,04","130,75","","-0,14%"
"19.05.2016","129,98","130,83","130,85","129,78","","-0,65%"
"20.05.2016","130,61","130,01","130,67","130,01","","0,48%"
"23.05.2016","130,52","130,60","130,60","130,39","","-0,07%"
"24.05.2016","130,54","130,54","130,58","130,52","","0,02%"
"25.05.2016","130,79","130,55","130,81","130,54","","0,19%"
"26.05.2016","130,66","130,79","130,83","130,65","","-0,10%"
"27.05.2016","130,55","130,65","130,67","130,54","","-0,08%"
"30.05.2016","130,57","130,58","130,72","130,51","","0,02%"
"31.05.2016","130,60","130,56","130,60","130,48","","0,02%"
"01.06.2016","130,33","130,60","130,60","130,32","","-0,21%"
"02.06.2016","130,03","130,29","130,32","130,03","","-0,23%"
"03.06.2016","130,21","130,02","130,24","130,01","","0,14%"
"06.06.2016","130,99","130,22","130,99","130,22","","0,60%"
"07.06.2016","131,28","131,00","131,32","130,96","","0,22%"
"08.06.2016","131,42","131,26","131,44","131,13","","0,11%"
"09.06.2016","131,07","131,39","131,39","131,05","","-0,27%"
"10.06.2016","131,64","131,04","131,69","131,01","","0,43%"
"14.06.2016","131,14","131,64","131,67","131,03","","-0,38%"
"15.06.2016","131,23","131,11","131,24","130,92","","0,07%"
"16.06.2016","131,13","131,20","131,21","130,97","","-0,08%"
"17.06.2016","131,30","131,14","131,31","131,04","","0,13%"
"20.06.2016","131,70","131,29","131,70","131,28","","0,30%"
"21.06.2016","131,82","131,71","131,82","131,55","","0,09%"
"22.06.2016","131,91","131,81","131,92","131,78","","0,07%"
"23.06.2016","132,02","131,83","132,02","131,60","","0,08%"
"24.06.2016","131,33","131,75","131,75","130,89","","-0,52%"
"27.06.2016","132,01","131,41","132,01","131,41","","0,52%"
"28.06.2016","132,26","131,96","132,26","131,96","","0,19%"
"29.06.2016","132,50","132,26","132,50","132,26","","0,18%"
"30.06.2016","132,78","132,50","132,78","132,41","","0,21%"
"01.07.2016","133,31","132,81","133,41","132,72","","0,40%"
"04.07.2016","132,98","133,31","133,32","132,98","","-0,25%"
"05.07.2016","132,64","132,98","132,98","132,62","","-0,26%"
"06.07.2016","132,31","132,62","132,62","132,28","","-0,25%"
"07.07.2016","132,64","132,32","132,67","132,32","","0,25%"
"08.07.2016","132,31","132,63","132,63","132,14","","-0,25%"
"11.07.2016","132,41","132,36","132,41","132,26","","0,08%"
"12.07.2016","132,68","132,43","132,77","132,40","","0,20%"
"13.07.2016","132,49","132,68","132,68","132,38","","-0,14%"
"14.07.2016","132,69","132,52","132,69","132,47","","0,15%"
"15.07.2016","132,63","132,71","132,76","132,58","","-0,05%"
"18.07.2016","132,37","132,63","132,63","132,36","","-0,20%"
"19.07.2016","132,35","132,37","132,43","132,31","","-0,02%"
"20.07.2016","132,30","132,35","132,37","132,13","","-0,04%"
"21.07.2016","132,22","132,28","132,34","132,18","","-0,06%"
"22.07.2016","132,02","132,22","132,30","132,02","","-0,15%"
"25.07.2016","132,10","132,03","132,15","131,78","","0,06%"
"26.07.2016","131,90","132,13","132,15","131,85","","-0,15%"
"27.07.2016","132,05","131,90","132,08","131,84","","0,11%"
"28.07.2016","132,23","132,05","132,23","132,04","","0,14%"
"29.07.2016","132,51","132,23","132,51","132,19","","0,21%"
"01.08.2016","132,68","132,50","132,70","132,48","","0,13%"
"02.08.2016","132,52","132,62","132,62","132,43","","-0,12%"
"03.08.2016","132,33","132,50","132,50","132,32","","-0,14%"
"04.08.2016","132,47","132,33","132,48","132,30","","0,11%"
"05.08.2016","132,96","132,48","132,97","132,48","","0,37%"
"08.08.2016","133,02","133,04","133,11","132,87","","0,05%"
"09.08.2016","133,20","132,99","133,22","132,99","","0,14%"
"10.08.2016","133,42","133,23","133,43","133,07","","0,17%"
"11.08.2016","133,34","133,43","133,43","133,24","","-0,06%"
"12.08.2016","133,26","133,33","133,56","133,25","","-0,06%"
"15.08.2016","133,25","133,27","133,33","133,18","","-0,01%"
"16.08.2016","133,29","133,26","133,35","133,15","","0,03%"
"17.08.2016","133,12","133,26","133,26","133,07","","-0,13%"
"18.08.2016","133,27","133,10","133,27","133,10","","0,11%"
"19.08.2016","133,54","133,28","133,69","133,21","","0,20%"
"22.08.2016","133,20","133,55","133,57","133,17","","-0,25%"
"23.08.2016","133,34","133,21","133,34","133,13","","0,11%"
"24.08.2016","133,29","133,32","133,36","133,27","","-0,04%"
"25.08.2016","133,45","133,28","133,45","133,17","","0,12%"
"26.08.2016","133,57","133,42","133,59","133,36","","0,09%"
"29.08.2016","133,58","133,55","133,60","133,35","","0,01%"
"30.08.2016","133,70","133,57","133,70","133,46","","0,09%"
"31.08.2016","133,91","133,73","133,92","133,68","","0,16%"
"01.09.2016","134,08","133,83","134,12","133,83","","0,13%"
"02.09.2016","134,33","134,07","134,33","133,98","","0,19%"
"05.09.2016","134,58","134,30","134,74","134,30","","0,19%"
"06.09.2016","134,70","134,55","134,71","134,55","","0,09%"
"07.09.2016","135,20","134,69","135,26","134,69","","0,37%"
"08.09.2016","135,58","135,27","135,60","135,23","","0,28%"
"09.09.2016","135,26","135,54","135,61","135,26","","-0,24%"
"12.09.2016","134,90","135,26","135,32","134,84","","-0,27%"
"13.09.2016","134,98","134,95","135,15","134,82","","0,06%"
"14.09.2016","134,88","135,00","135,20","134,88","","-0,07%"
"15.09.2016","134,99","134,87","135,07","134,87","","0,08%"
"16.09.2016","134,54","135,00","135,12","134,54","","-0,33%"
"19.09.2016","134,14","134,58","134,60","134,14","","-0,30%"
"20.09.2016","133,68","134,12","134,14","133,65","","-0,34%"
"21.09.2016","134,38","133,67","134,38","133,66","","0,52%"
"22.09.2016","134,85","134,42","135,09","134,42","","0,35%"
"23.09.2016","134,56","134,81","134,85","134,55","","-0,22%"
"26.09.2016","134,35","134,62","134,64","134,31","","-0,16%"
"27.09.2016","134,31","134,38","134,48","134,30","","-0,03%"
"28.09.2016","134,26","134,33","134,35","134,16","","-0,04%"
"29.09.2016","134,66","134,29","134,66","134,28","","0,30%"
"30.09.2016","134,56","134,65","134,69","134,54","","-0,07%"
"03.10.2016","135,07","134,62","135,09","134,62","","0,38%"
"04.10.2016","134,95","135,00","135,16","134,95","","-0,09%"
"05.10.2016","134,74","134,88","134,94","134,74","","-0,16%"
"06.10.2016","134,41","134,72","134,74","134,36","","-0,24%"
"07.10.2016","134,18","134,33","134,50","134,12","","-0,17%"
"10.10.2016","134,01","134,22","134,24","133,96","","-0,13%"
"11.10.2016","133,84","134,03","134,07","133,84","","-0,13%"
"12.10.2016","133,70","133,79","133,81","133,61","","-0,10%"
"13.10.2016","133,37","133,73","133,75","133,29","","-0,25%"
"14.10.2016","133,55","133,40","133,59","133,37","","0,13%"
"17.10.2016","133,09","133,60","133,60","133,09","","-0,34%"
"18.10.2016","132,88","133,11","133,11","132,79","","-0,16%"
"19.10.2016","133,39","132,87","133,47","132,79","","0,38%"
"20.10.2016","133,47","133,37","133,53","133,34","","0,06%"
"21.10.2016","133,67","133,51","133,67","133,35","","0,15%"
"24.10.2016","133,71","133,64","133,76","133,52","","0,03%"
"25.10.2016","133,56","133,68","133,73","133,55","","-0,11%"
"26.10.2016","133,41","133,56","133,61","133,39","","-0,11%"
"27.10.2016","133,15","133,42","133,45","133,15","","-0,19%"
"28.10.2016","132,83","133,17","133,22","132,80","","-0,24%"
"31.10.2016","132,77","132,92","132,92","132,69","","-0,05%"
"01.11.2016","132,76","132,76","132,87","132,74","","-0,01%"
"02.11.2016","132,47","132,80","132,88","132,37","","-0,22%"
"03.11.2016","132,53","132,44","132,53","132,20","","0,05%"
"07.11.2016","133,03","132,51","133,03","132,51","","0,38%"
"08.11.2016","133,30","133,07","133,34","133,07","","0,20%"
"09.11.2016","133,16","133,28","133,48","133,11","","-0,11%"
"10.11.2016","132,77","133,19","133,24","132,77","","-0,29%"
"11.11.2016","131,72","132,78","132,78","131,72","","-0,79%"
"14.11.2016","131,48","131,69","131,77","131,30","","-0,18%"
"15.11.2016","131,99","131,50","132,00","131,50","","0,39%"
"16.11.2016","131,79","132,03","132,23","131,77","","-0,15%"
"17.11.2016","132,04","131,85","132,04","131,82","","0,19%"
"18.11.2016","132,01","132,04","132,07","131,75","","-0,02%"
"21.11.2016","132,29","132,00","132,34","132,00","","0,21%"
"22.11.2016","132,37","132,31","132,57","132,31","","0,06%"
"23.11.2016","132,04","132,38","132,48","132,04","","-0,25%"
"24.11.2016","132,09","131,99","132,22","131,70","","0,04%"
"25.11.2016","131,81","132,12","132,12","131,81","","-0,21%"
"28.11.2016","131,85","131,82","131,85","131,72","","0,03%"
"29.11.2016","131,80","131,87","132,03","131,77","","-0,04%"
"30.11.2016","131,74","131,82","131,82","131,59","","-0,05%"
"01.12.2016","132,08","131,80","132,08","131,72","","0,26%"
"02.12.2016","132,14","132,14","132,25","132,09","","0,05%"
"05.12.2016","132,26","132,16","132,27","132,05","","0,09%"
"06.12.2016","132,48","132,28","132,48","132,25","","0,17%"
"07.12.2016","132,91","132,54","132,91","132,52","","0,32%"
"08.12.2016","133,19","132,90","133,21","132,81","","0,21%"
"09.12.2016","133,47","133,18","133,48","133,18","","0,21%"
"12.12.2016","133,94","133,46","133,94","133,46","","0,35%"
"13.12.2016","133,95","133,77","134,06","133,77","","0,01%"
"14.12.2016","134,21","133,98","134,21","133,97","","0,19%"
"15.12.2016","133,92","134,11","134,16","133,86","","-0,22%"
"16.12.2016","134,03","133,94","134,07","133,93","","0,08%"
"19.12.2016","134,00","133,99","134,06","133,90","","-0,02%"
"20.12.2016","134,01","134,02","134,11","134,01","","0,01%"
"21.12.2016","133,94","134,02","134,09","133,94","","-0,05%"
"22.12.2016","134,04","133,94","134,10","133,84","","0,07%"
"23.12.2016","134,22","134,00","134,22","133,54","","0,13%"
"26.12.2016","134,09","134,27","134,27","134,05","","-0,10%"
"27.12.2016","134,25","134,11","134,27","134,09","","0,12%"
"28.12.2016","134,36","134,27","134,41","134,17","","0,08%"
"29.12.2016","134,74","134,42","134,77","134,41","","0,28%"
"30.12.2016","134,72","134,79","135,08","134,71","","-0,01%"
"03.01.2017","134,89","134,78","134,89","134,65","","0,13%"
"04.01.2017","135,31","134,89","135,32","134,89","","0,31%"
"05.01.2017","135,33","135,22","135,38","135,20","","0,01%"
"06.01.2017","135,47","135,25","135,49","135,15","","0,10%"
"09.01.2017","135,62","135,49","135,62","135,20","","0,11%"
"10.01.2017","135,99","135,64","135,99","135,72","","0,27%"
"11.01.2017","136,05","136,03","136,12","135,82","","0,04%"
"12.01.2017","136,41","136,00","136,41","135,80","","0,26%"
"13.01.2017","136,51","136,40","136,52","136,34","","0,07%"
"16.01.2017","136,37","136,51","136,51","136,37","","-0,10%"
"17.01.2017","136,54","136,37","136,54","136,37","","0,12%"
"18.01.2017","136,42","136,52","136,55","136,38","","-0,09%"
"19.01.2017","136,18","136,41","136,46","136,10","","-0,18%"
"20.01.2017","136,28","136,31","136,40","136,23","","0,07%"
"23.01.2017","136,25","136,30","136,32","136,24","","-0,02%"
"24.01.2017","136,09","136,27","136,30","136,09","","-0,12%"
"25.01.2017","135,68","136,09","136,13","135,68","","-0,30%"
"26.01.2017","135,00","135,65","135,66","134,98","","-0,50%"
"27.01.2017","135,49","135,03","135,49","134,86","","0,36%"
"30.01.2017","135,68","135,54","135,72","135,45","","0,14%"
"31.01.2017","135,69","135,68","135,70","135,37","","0,01%"
"01.02.2017","135,82","135,69","135,86","135,65","","0,10%"
"02.02.2017","136,07","135,81","136,09","135,81","","0,18%"
"03.02.2017","136,00","136,10","136,25","136,00","","-0,05%"
"06.02.2017","135,94","136,02","136,03","135,78","","-0,04%"
"07.02.2017","135,68","135,97","136,04","135,68","","-0,19%"
"08.02.2017","135,64","135,76","135,81","135,61","","-0,03%"
"09.02.2017","135,73","135,65","135,78","135,65","","0,07%"
"10.02.2017","135,87","135,68","135,89","135,63","","0,10%"
"13.02.2017","135,97","135,86","136,01","135,73","","0,07%"
"14.02.2017","135,94","135,99","135,99","135,81","","-0,02%"
"15.02.2017","135,61","135,96","135,97","135,61","","-0,24%"
"16.02.2017","135,36","135,58","135,71","135,36","","-0,18%"
"17.02.2017","134,95","135,35","135,36","134,94","","-0,30%"
"20.02.2017","135,04","134,97","135,16","134,92","","0,07%"
"21.02.2017","135,10","135,04","135,14","134,85","","0,04%"
"22.02.2017","134,95","135,13","135,14","134,93","","-0,11%"
"24.02.2017","135,09","134,98","135,15","134,88","","0,10%"
"27.02.2017","134,92","135,14","135,14","134,72","","-0,13%"
"28.02.2017","134,71","134,95","134,95","134,69","","-0,16%"
"01.03.2017","134,80","134,74","134,81","134,48","","0,07%"
"02.03.2017","134,52","134,83","134,85","134,52","","-0,21%"
"03.03.2017","134,75","134,56","134,75","134,53","","0,17%"
"06.03.2017","135,03","134,82","135,08","134,74","","0,21%"
"07.03.2017","135,16","135,06","135,16","134,87","","0,10%"
"09.03.2017","135,00","135,08","135,10","134,73","","-0,12%"
"10.03.2017","135,33","135,01","135,35","134,96","","0,24%"
"13.03.2017","135,48","135,35","135,50","135,15","","0,11%"
"14.03.2017","135,56","135,48","135,57","135,45","","0,06%"
"15.03.2017","135,86","135,56","135,87","135,44","","0,22%"
"16.03.2017","136,22","135,92","136,22","135,95","","0,26%"
"17.03.2017","136,32","136,23","136,32","136,09","","0,07%"
"20.03.2017","136,49","136,34","136,57","136,34","","0,12%"
"21.03.2017","136,50","136,49","136,55","136,39","","0,01%"
"22.03.2017","136,21","136,51","136,54","136,20","","-0,21%"
"23.03.2017","136,32","136,21","136,39","136,21","","0,08%"
"24.03.2017","136,51","136,31","136,57","136,34","","0,14%"
"27.03.2017","136,52","136,50","136,52","136,15","","0,01%"
"28.03.2017","136,53","136,51","136,58","136,43","","0,01%"
"29.03.2017","136,49","136,55","136,73","136,46","","-0,03%"
"30.03.2017","136,84","136,55","136,84","136,55","","0,26%"
"31.03.2017","136,77","136,83","137,00","136,76","","-0,05%"
"03.04.2017","136,70","136,78","136,95","136,69","","-0,05%"
"04.04.2017","136,58","136,68","136,71","136,52","","-0,09%"
"05.04.2017","136,94","136,63","137,00","136,64","","0,26%"
"06.04.2017","137,06","136,94","137,08","136,81","","0,09%"
"07.04.2017","136,84","137,10","137,10","136,58","","-0,16%"
"10.04.2017","136,43","136,87","136,92","136,42","","-0,30%"
"11.04.2017","136,40","136,46","136,59","136,38","","-0,02%"
"12.04.2017","136,16","136,45","136,45","136,16","","-0,18%"
"13.04.2017","136,30","136,19","136,36","136,21","","0,10%"
"14.04.2017","136,53","136,31","136,64","136,31","","0,17%"
"17.04.2017","136,60","136,55","136,60","136,42","","0,05%"
"18.04.2017","136,53","136,63","136,68","136,50","","-0,05%"
"19.04.2017","136,79","136,56","136,80","136,41","","0,19%"
"20.04.2017","137,04","136,80","137,04","136,63","","0,18%"
"21.04.2017","137,65","137,03","137,65","137,01","","0,45%"
"24.04.2017","138,17","137,64","138,30","137,70","","0,38%"
"25.04.2017","138,00","138,21","138,26","137,88","","-0,12%"
"26.04.2017","137,92","138,01","138,01","137,81","","-0,06%"
"27.04.2017","137,85","137,93","137,94","137,82","","-0,05%"
"28.04.2017","138,34","137,87","138,34","137,86","","0,36%"
"02.05.2017","138,45","138,34","138,48","138,24","","0,08%"
"03.05.2017","138,50","138,46","138,57","138,35","","0,04%"
"04.05.2017","138,14","138,52","138,52","138,14","","-0,26%"
"05.05.2017","137,57","138,07","138,08","137,47","","-0,41%"
"10.05.2017","137,96","137,53","138,05","137,32","","0,28%"
"11.05.2017","138,47","137,85","138,54","137,85","","0,37%"
"12.05.2017","138,58","138,51","138,59","138,40","","0,08%"
"15.05.2017","138,68","138,60","138,76","138,57","","0,07%"
"16.05.2017","138,60","138,69","138,83","138,60","","-0,06%"
"17.05.2017","138,38","138,60","138,70","138,38","","-0,16%"
"18.05.2017","138,00","138,38","138,38","137,91","","-0,27%"
"19.05.2017","138,51","138,00","138,51","138,00","","0,37%"
"22.05.2017","138,70","138,54","138,74","138,45","","0,14%"
"23.05.2017","138,67","138,69","138,74","138,57","","-0,02%"
"24.05.2017","138,48","138,70","138,85","138,47","","-0,14%"
"25.05.2017","138,40","138,50","138,68","138,40","","-0,06%"
"26.05.2017","138,07","138,41","138,41","138,02","","-0,24%"
"29.05.2017","138,19","138,11","138,21","137,99","","0,09%"
"30.05.2017","138,09","138,20","138,47","138,07","","-0,07%"
"31.05.2017","138,00","138,15","138,20","137,86","","-0,07%"
"01.06.2017","138,21","137,96","138,29","137,96","","0,15%"
"02.06.2017","138,39","138,30","138,40","138,14","","0,13%"
"05.06.2017","138,43","138,38","138,48","138,22","","0,03%"
"06.06.2017","138,40","138,45","138,52","138,37","","-0,02%"
"07.06.2017","138,49","138,34","138,54","138,29","","0,07%"
"08.06.2017","138,33","138,48","138,49","138,31","","-0,12%"
"09.06.2017","138,53","138,29","138,53","138,26","","0,14%"
"13.06.2017","138,65","138,54","138,65","138,50","","0,09%"
"14.06.2017","138,51","138,68","138,70","138,47","","-0,10%"
"15.06.2017","138,11","138,52","138,52","138,11","","-0,29%"
"16.06.2017","137,69","138,12","138,12","137,69","","-0,30%"
"19.06.2017","137,18","137,67","137,74","137,14","","-0,37%"
"20.06.2017","137,20","137,23","137,37","137,12","","0,01%"
