index,Value
2016-08-18,6.984782608695651
2016-08-19,6.9686956521739125
2016-08-22,6.952608695652174
2016-08-23,6.936521739130435
2016-08-24,6.920434782608696
2016-08-25,6.9043478260869575
2016-08-26,6.888260869565219
2016-08-29,6.87217391304348
2016-08-30,6.856086956521741
2016-08-31,6.8400000000000025
2016-09-01,6.820909090909093
2016-09-02,6.8018181818181835
2016-09-05,6.782727272727274
2016-09-06,6.763636363636365
2016-09-07,6.744545454545455
2016-09-08,6.725454545454546
2016-09-09,6.706363636363636
2016-09-12,6.687272727272727
2016-09-13,6.668181818181817
2016-09-14,6.649090909090908
2016-09-15,6.629999999999998
2016-09-16,6.610909090909089
2016-09-19,6.591818181818179
2016-09-20,6.57272727272727
2016-09-21,6.55363636363636
2016-09-22,6.534545454545451
2016-09-23,6.515454545454541
2016-09-26,6.496363636363632
2016-09-27,6.477272727272722
2016-09-28,6.458181818181813
2016-09-29,6.439090909090903
2016-09-30,6.419999999999994
2016-10-03,6.404285714285708
2016-10-04,6.388571428571422
2016-10-05,6.372857142857136
2016-10-06,6.35714285714285
2016-10-07,6.341428571428564
2016-10-10,6.325714285714278
2016-10-11,6.309999999999992
2016-10-12,6.294285714285706
2016-10-13,6.27857142857142
2016-10-14,6.262857142857134
2016-10-17,6.247142857142848
2016-10-18,6.2314285714285615
2016-10-19,6.2157142857142755
2016-10-20,6.1999999999999895
2016-10-21,6.1842857142857035
2016-10-24,6.1685714285714175
2016-10-25,6.1528571428571315
2016-10-26,6.1371428571428455
2016-10-27,6.1214285714285595
2016-10-28,6.105714285714273
2016-10-31,6.089999999999987
2016-11-01,6.074285714285701
2016-11-02,6.058571428571415
2016-11-03,6.042857142857129
2016-11-07,6.027142857142843
2016-11-08,6.011428571428557
2016-11-09,5.995714285714271
2016-11-10,5.979999999999985
2016-11-11,5.964285714285699
2016-11-14,5.948571428571413
2016-11-15,5.932857142857127
2016-11-16,5.917142857142841
2016-11-17,5.901428571428555
2016-11-18,5.885714285714269
2016-11-21,5.869999999999983
2016-11-22,5.854285714285697
2016-11-23,5.838571428571411
2016-11-24,5.822857142857125
2016-11-25,5.807142857142839
2016-11-28,5.791428571428553
2016-11-29,5.775714285714267
2016-11-30,5.759999999999981
2016-12-01,5.743478260869546
2016-12-02,5.726956521739111
2016-12-05,5.710434782608676
2016-12-06,5.693913043478241
2016-12-07,5.677391304347806
2016-12-08,5.660869565217371
2016-12-09,5.6443478260869355
2016-12-12,5.6278260869565
2016-12-13,5.611304347826065
2016-12-14,5.59478260869563
2016-12-15,5.578260869565195
2016-12-16,5.56173913043476
2016-12-19,5.545217391304325
2016-12-20,5.52869565217389
2016-12-21,5.512173913043455
2016-12-22,5.49565217391302
2016-12-23,5.479130434782585
2016-12-26,5.46260869565215
2016-12-27,5.4460869565217145
2016-12-28,5.429565217391279
2016-12-29,5.413043478260844
2016-12-30,5.396521739130409
2016-12-31,5.379999999999974
2017-01-03,5.362857142857117
2017-01-04,5.34571428571426
2017-01-05,5.328571428571403
2017-01-06,5.3114285714285465
2017-01-09,5.29428571428569
2017-01-10,5.277142857142833
2017-01-11,5.259999999999976
2017-01-12,5.242857142857119
2017-01-13,5.225714285714262
2017-01-16,5.208571428571405
2017-01-17,5.191428571428548
2017-01-18,5.174285714285691
2017-01-19,5.157142857142834
2017-01-20,5.1399999999999775
2017-01-23,5.122857142857121
2017-01-24,5.105714285714264
2017-01-25,5.088571428571407
2017-01-26,5.07142857142855
2017-01-27,5.054285714285693
2017-01-30,5.037142857142836
2017-01-31,5.019999999999979
2017-02-01,4.99736842105261
2017-02-02,4.974736842105242
2017-02-03,4.952105263157873
2017-02-06,4.929473684210504
2017-02-07,4.906842105263135
2017-02-08,4.8842105263157665
2017-02-09,4.861578947368398
2017-02-10,4.838947368421029
2017-02-13,4.81631578947366
2017-02-14,4.793684210526291
2017-02-15,4.771052631578923
2017-02-16,4.748421052631554
2017-02-17,4.725789473684185
2017-02-20,4.703157894736816
2017-02-21,4.6805263157894474
2017-02-22,4.657894736842079
2017-02-24,4.63526315789471
2017-02-27,4.612631578947341
2017-02-28,4.589999999999972
2017-03-01,4.574545454545427
2017-03-02,4.559090909090881
